id,origin,name,match
17065277005442048109,HP3,Adelaide_River_virus,13890803543480205037
3186400913986661520,HP3,Adeno-associated_virus-1,6801232604245579054
1703657471246619887,HP3,Adeno-associated_virus-2,6801232604245579054
660333716655087858,HP3,Adeno-associated_virus-5,6801232604245579054
4884380550719681430,HP3,African_green_monkey_polyomavirus,3444836407271603922
3614265645042017885,HP3,African_green_monkey_simian_foamy_virus,18063744080116597952
14663018093642263145,HP3,African_horse_sickness_virus,16417988541616207763
923246731928333572,HP3,African_swine_fever_virus,5934597760614951753
5534556638594353817,HP3,Aichi_virus,18362295288965096877
1216596698475581392,HP3,Akabane_virus,13261937008050686974
17782227647556005688,HP3,Alcelaphine_herpesvirus_1,15809174302643997219
15985239528559963951,HP3,Alcelaphine_herpesvirus_2,15809174302643997219
17172800025520782644,HP3,Aleutian_mink_disease_virus,6801232604245579054
5890359137739571135,HP3,Allpaahuayo_virus,15119277073868322277
6114215122322080657,Genbank,Alphacoronavirus,5576532240118440814
7968036235818689211,HP3,Amapari_virus,15119277073868322277
11726310987420636586,Genbank,Andecovirus,6231239726153615903
14166456721163480704,HP3,Anopheles_A_virus,13261937008050686974
15376366793735155580,HP3,Anopheles_B_virus,13261937008050686974
6485731843482179073,HP3,Apoi_virus,8092099844817948303
2714367844717506808,HP3,Aravan_virus,8390494616489897478
6104092941047843681,HP3,Arctic_squirrel_hepatitis_virus,15134585509710283386
16058392976784518284,HP3,Aroa_virus,8092099844817948303
754976854180824832,HP3,Arumowot_virus,12718024555968101030
15479621862655179674,HP3,Ateline_herpesvirus_1,17120343481291937008
3350693652984538220,HP3,Ateline_herpesvirus_2,15809174302643997219
4820890788890722508,HP3,Aura_virus,14752743643973068274
17417466139407687871,HP3,Australian_bat_lyssavirus,8390494616489897478
1297793175553415676,HP3,BK_polyomavirus,3444836407271603922
13032670026146572500,HP3,Baboon_orthoreovirus,11672482542163519584
14986436626867435408,HP3,Baboon_polyomavirus_2,3444836407271603922
7602428605530732887,HP3,Bakau_virus,13261937008050686974
5062942980827116251,HP3,Banna_virus,14177186428384413623
10604466142164847830,HP3,Banzi_virus,8092099844817948303
3111508843564782017,HP3,Barmah_Forest_virus,14752743643973068274
4384159440825351788,HP3,Barur_virus,3133221597971588990
17181397736706828345,Genbank,Bat Hp-betacoronavirus Zhejiang2013,14936425639880413637
14129665492233348222,HP3,Bear_Canyon_virus,15119277073868322277
5786300112936994033,HP3,Bebaru_virus,14752743643973068274
1021996443512382011,HP3,Berrimah_virus,13890803543480205037
9758778007006069795,Genbank,Betacoronavirus,14936425639880413637
498452933073523824,HP3,Bimiti_virus,13261937008050686974
10413348282542834468,HP3,Bivens_Arm_virus,3133221597971588990
6630346623240893814,Genbank,Blicbavirus,6585643832335382084
3424059308209144826,HP3,Bluetongue_virus,16417988541616207763
1999961744364325841,HP3,Border_disease_virus,16599560418589500435
1814324108150546271,HP3,Borna_disease_virus,17512807176554128367
2516776226652422996,HP3,Bouboui_virus,8092099844817948303
4377263891534622828,HP3,Bovine_adenovirus_A,9650146825561567930
12293446517429102992,HP3,Bovine_adenovirus_B,9650146825561567930
14440173135177559249,HP3,Bovine_adenovirus_C,9650146825561567930
4510644285606909875,HP3,Bovine_adenovirus_D,2578416784307281621
1127442531631157811,HP3,Bovine_adenovirus_E,2578416784307281621
449985152064471591,HP3,Bovine_astrovirus,10057391804609751757
11990099072648658032,HP3,Bovine_coronavirus,23858754759801405
3412767571757144400,HP3,Bovine_enteric_calicivirus_strain_NB,2875031948932567723
3681610726396805457,HP3,Bovine_ephemeral_fever_virus,13890803543480205037
782709204725428205,HP3,Bovine_foamy_virus,18063744080116597952
11465501232976104121,HP3,Bovine_herpesvirus_1,15857823287390814238
4031834123679984405,HP3,Bovine_herpesvirus_2,17120343481291937008
3524287785074909333,HP3,Bovine_herpesvirus_4,15809174302643997219
15704282439208834801,HP3,Bovine_herpesvirus_5,15857823287390814238
5045644373057659431,HP3,Bovine_immunodeficiency_virus,17669210833824951920
14319450358855383654,HP3,Bovine_leukemia_virus,17079538977073263547
13098148179162824753,HP3,Bovine_norovirus-CH126,17345286192635469368
5786900663830654050,HP3,Bovine_norovirus-Jena,17345286192635469368
6917619180687977034,HP3,Bovine_papillomavirus_1,12764569806191274934
7694293405170694376,HP3,Bovine_papillomavirus_3,16665636500951890139
7461066503644241894,HP3,Bovine_papillomavirus_5,4162798749202147778
13791245323618381729,HP3,Bovine_papular_stomatitis_virus,16818690444336547865
12158865739229182748,HP3,Bovine_parainfluenza_virus_3,13608958030302741502
10320062204874454938,HP3,Bovine_parvovirus,6801232604245579054
7812215934737077991,HP3,Bovine_polyomavirus,3444836407271603922
9314110385833913553,HP3,Bovine_respiratory_syncytial_virus,11572708849693708725
8698478758489795491,HP3,Bovine_torovirus,14328989588501509661
15616493920863867709,HP3,Bovine_viral_diarrhea_virus_1,16599560418589500435
3094265258171494100,HP3,Bovine_viral_diarrhea_virus_2,16599560418589500435
16342520255359529918,HP3,Bubaline_herpesvirus_1,15857823287390814238
11109312996853272024,HP3,Bujaru_virus,12718024555968101030
9539317624939190113,HP3,Bukalasa_bat_virus,8092099844817948303
3337128891291694910,Genbank,Buldecovirus,1389699629869688227
16361650179459507733,HP3,Bunyamwera_virus,13261937008050686974
10967036588127643277,HP3,Bwamba_virus,13261937008050686974
7898774674644738093,HP3,Cabassou_virus,14752743643973068274
13641096702977089655,HP3,Cacipacore_virus,8092099844817948303
13390474539475827426,HP3,California_encephalitis_virus,13261937008050686974
8974830417434726160,HP3,Callitrichine_herpesvirus_1,4779288345307850408
4265129734081044276,HP3,Callitrichine_herpesvirus_3,9055352573716254000
15299729724069544979,HP3,Camelpox_virus,764781348107392810
16693301915809869931,HP3,Candiru_virus,12718024555968101030
6371097302116967176,HP3,Canid_herpesvirus_1,15857823287390814238
17985795944353737305,HP3,Canine_adenovirus,9650146825561567930
17693179699765891564,HP3,Canine_calicivirus,2875031948932567723
1439886586114045700,HP3,Canine_coronavirus,23858754759801405
14551902875205694076,HP3,Canine_distemper_virus,11626924500276899788
15914634562304779035,HP3,Canine_minute_virus,6801232604245579054
7097810142373481430,HP3,Canine_oral_papillomavirus,15468904568712222653
17436984024938333485,HP3,Caprine_arthritis_encephalitis_virus,17669210833824951920
8775209964744930186,HP3,Caprine_herpesvirus_1,15857823287390814238
704636286802346399,HP3,Caraparu_virus,13261937008050686974
3313785773825568180,HP3,Carey_Island_virus,8092099844817948303
5317533970874071367,HP3,Catu_virus,13261937008050686974
