Pan,MSW05_Order,MSW05_Genus,MSW05_Species,AnnualBP,X1.1_ActivityCycle,X5.1_AdultBodyMass_g,X8.1_AdultForearmLen_mm,X13.1_AdultHeadBodyLen_mm,X2.1_AgeatEyeOpening_d,X3.1_AgeatFirstBirth_d,X18.1_BasalMetRate_mLO2hr,X5.2_BasalMetRateMass_g,X6.1_DietBreadth,X9.1_GestationLen_d,X12.1_HabitatBreadth,X14.1_InterbirthInterval_d,X15.1_LitterSize,X16.1_LittersPerYear,X17.1_MaxLongevity_m,X5.3_NeonateBodyMass_g,X13.2_NeonateHeadBodyLen_mm,X21.1_PopulationDensity_n.km2,X10.1_PopulationGrpSize,X23.1_SexualMaturityAge_d,X10.2_SocialGrpSize,X12.2_Terrestriality,X6.2_TrophicLevel,X25.1_WeaningAge_d,X5.4_WeaningBodyMass_g,X13.3_WeaningHeadBodyLen_mm,X5.5_AdultBodyMass_g_EXT,X5.6_NeonateBodyMass_g_EXT,X26.1_GR_Area_km2,X26.2_GR_MaxLat_dd,X26.3_GR_MinLat_dd,X26.4_GR_MidRangeLat_dd,X26.5_GR_MaxLong_dd,X26.6_GR_MinLong_dd,X26.7_GR_MidRangeLong_dd,X27.1_HuPopDen_Min_n.km2,X27.2_HuPopDen_Mean_n.km2,X27.3_HuPopDen_5p_n.km2,X27.4_HuPopDen_Change,X28.1_Precip_Mean_mm,X28.2_Temp_Mean_01degC,X30.1_AET_Mean_mm,X30.2_PET_Mean_mm,Log10.mass_specific_production.,Diet.Inv,Diet.Vend,Diet.Vect,Diet.Vfish,Diet.Vunk,Diet.Scav,Diet.Fruit,Diet.Nect,Diet.Seed,Diet.PlantO,ForStrat.Value,Activity.Nocturnal,Activity.Crepuscular,Activity.Diurnal,BodyMass.Value,torp,mig,IUCN
Rhinolophus_sakejiensis,Chiroptera,Rhinolophus,sakejiensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.887320393,-11.24,-11.31,-11.28,24.38,24.31,24.34,9,2.302585093,9,0.28,111,210,953,1404,NA,80,0,0,0,0,0,0,0,10,10,A,1,0,0,22,NA,NA,NA
Rhinolophus_sedulus,Chiroptera,Rhinolophus,sedulus,NA,NA,8.74,45.99,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,13.67501606,7.03,-4.18,1.42,119.26,100.12,109.69,1,4.076519977,3,0.16,251.47,246.27,1681.26,1726.82,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,8.75,NA,NA,NA
Rhinolophus_shameli,Chiroptera,Rhinolophus,shameli,NA,NA,9.61,44.49,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,13.40360148,23.45,11.94,17.69,107.53,95.89,101.71,5,4.259859001,9,0.08,141.34,239.25,1109.91,1564.68,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,9.61,NA,NA,NA
Rhinolophus_shortridgei,Chiroptera,Rhinolophus,shortridgei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.517191047,23.16,20.48,21.82,95.33,87.57,91.45,123,6.835453367,123,0.08,94.3,263.82,953.51,1372.8,NA,80,0,0,0,0,0,0,0,10,10,A,1,0,0,10.62,NA,NA,NA
Rhinolophus_siamensis,Chiroptera,Rhinolophus,siamensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,0,0,0,0,0,0,0,10,10,A,1,0,0,10.62,NA,NA,NA
Rhinolophus_silvestris,Chiroptera,Rhinolophus,silvestris,NA,NA,NA,52.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,21.23,NA,11.87793261,1.25,-4.12,-1.43,14.79,11.4,13.1,1,1.519513205,1,0.07,154.38,241.04,1239.21,1472.16,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,10.4,NA,NA,NA
Rhinolophus_simulator,Chiroptera,Rhinolophus,simulator,NA,NA,8.13,44.49,NA,NA,NA,NA,NA,1,91.24,1,NA,0.99,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,14.89758641,10.61,-31.12,-10.25,41,-8.8,16.09,1,4.056123349,3,0.14,87.44,225.72,963.22,1489.16,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,8.1,NA,NA,NA
Rhinolophus_stheno,Chiroptera,Rhinolophus,stheno,NA,NA,7.92,45.28,NA,NA,NA,NA,NA,1,NA,1,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,14.18278476,22.52,-8.78,6.87,114.6,95.18,104.89,3,5.253999686,12,0.1,181.68,242.74,1355.97,1632.79,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,7.9,NA,NA,NA
Rhinolophus_subbadius,Chiroptera,Rhinolophus,subbadius,NA,NA,NA,33.5,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,5.86,NA,12.81755625,28.18,22.83,25.51,98.36,85,91.68,1,5.17930858,2,0.08,186.35,172.2,1064.52,1261.81,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,10.49,NA,NA,NA
Rhinolophus_subrufus,Chiroptera,Rhinolophus,subrufus,NA,NA,NA,54.99,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,24.25,NA,12.3267311,18.65,5.55,12.1,126.6,119.74,123.17,19,5.450523299,32,0.1,200.86,240.35,1470.69,1729.38,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,10.4,NA,NA,NA
Rhinolophus_swinnyi,Chiroptera,Rhinolophus,swinnyi,NA,NA,7.07,41.99,NA,NA,NA,NA,NA,NA,91.24,1,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,14.75637547,-5.35,-34.21,-19.78,40.84,22.52,31.68,1,3.619261387,3,0.16,77.83,215.89,867.02,1439.31,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,7.13,NA,NA,NA
Rhinolophus_thomasi,Chiroptera,Rhinolophus,thomasi,NA,NA,8.26,48.5,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,13.25555666,22.61,5.93,14.27,106.4,97.06,101.73,5,4.639861426,9,0.09,139.07,228.32,1095.3,1478.89,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,8.3,NA,NA,NA
Rhinolophus_trifoliatus,Chiroptera,Rhinolophus,trifoliatus,NA,NA,15.16,50.49,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,14.42005484,27.59,-8.78,9.4,119.34,87.16,103.25,1,5.125450969,4,0.13,231.82,240.74,1530.41,1668.76,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,14.53,NA,NA,NA
Rhinolophus_virgo,Chiroptera,Rhinolophus,virgo,NA,NA,6.06,38,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,12.39124941,18.65,5.55,12.1,126.6,117.17,121.88,19,5.424244923,30,0.11,200.83,242.11,1471.66,1734.15,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,6,NA,NA,NA
Rhinolophus_yunanensis,Chiroptera,Rhinolophus,yunanensis,NA,NA,19.33,60.99,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,13.69213854,29.45,12.57,21.01,112.41,93.02,102.71,1,4.281653661,2,0.07,139.17,193.41,1084.44,1426.51,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,19.7,NA,NA,NA
Rhinolophus_ziama,Chiroptera,Rhinolophus,ziama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,0,0,0,0,0,0,0,10,10,A,1,0,0,10.62,NA,NA,NA
Rhinonicteris_aurantia,Chiroptera,Rhinonicteris,aurantia,NA,1,8.99,47.74,49.99,NA,365,NA,NA,1,148.4,1,NA,1,1,NA,0.924258902,NA,NA,4.158883083,451.11,NA,2,3,59.99,NA,NA,NA,NA,13.69733905,-11.11,-23.77,-17.44,140.5,115.08,127.79,0,0.444685821,0,0.00142,59.66,262.27,675.09,1728.81,NA,100,0,0,0,0,0,0,0,0,0,A,1,1,0,8.77,NA,NA,NA
Rhinophylla_alethina,Chiroptera,Rhinophylla,alethina,NA,NA,NA,35.49,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,6.91,NA,12.39621806,6.66,-4.48,1.08,-75.84,-80.97,-78.41,0,4.202600881,6,0.11,198.14,204.23,1303.26,1536.08,NA,10,0,0,0,0,0,90,0,0,0,Ar,1,0,0,13.57,NA,NA,NA
Rhinophylla_fischerae,Chiroptera,Rhinophylla,fischerae,NA,NA,9.6,32.02,NA,NA,NA,16.24,9.5,1,NA,1,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,15.12162535,5.23,-14.62,-4.69,-46.9,-77.67,-62.29,0,2.249184316,0,0.11,186.8,242.74,1419.31,1545.12,NA,10,0,0,0,0,0,90,0,0,0,Ar,1,0,0,9.6,NA,NA,NA
Rhinophylla_pumilio,Chiroptera,Rhinophylla,pumilio,NA,NA,9.58,33.5,NA,NA,NA,16.24,9.5,1,NA,1,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,15.93657417,10.22,-19.43,-4.6,-34.79,-79.28,-57.03,0,2.604909442,0,0.12,163.68,244.76,1344.87,1566.64,NA,10,0,0,0,0,0,90,0,0,0,Ar,1,0,0,9.55,NA,NA,NA
Rhinopoma_hardwickii,Chiroptera,Rhinopoma,hardwickii,NA,NA,13.1,59.5,59.8,NA,365,NA,NA,1,98.28,1,365,0.99,1,NA,0.916290732,NA,NA,6.311734809,320.04,NA,2,3,52.04,2.270061901,NA,NA,NA,16.64433817,36.49,0.69,18.59,99.73,-12.83,43.44,0,4.422928626,0,0.1,31.77,241.26,327,1374.32,-0.135760744,100,0,0,0,0,0,0,0,0,0,A,1,0,0,13.1,NA,NA,NA
Rhinopoma_macinnesi,Chiroptera,Rhinopoma,macinnesi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.40881434,13.13,-1.95,5.59,51.41,30.48,40.94,1,3.014554028,2,0.08,45.48,252.19,640.12,1653.24,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,14.94,NA,NA,NA
Rhinopoma_microphyllum,Chiroptera,Rhinopoma,microphyllum,NA,NA,28.02,68.08,61.82,NA,668.15,NA,NA,1,114.87,1,365,1,1,NA,1.60743591,NA,NA,NA,648.9,NA,2,3,31.3,NA,NA,NA,NA,16.48391793,35.4,2.28,18.84,99.56,-17.53,41.01,0,4.214347355,0,0.1,26.62,247.61,292.65,1367.99,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,27.87,NA,NA,NA
Rhinopoma_muscatellum,Chiroptera,Rhinopoma,muscatellum,NA,NA,9.13,49.99,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,13.59389179,33.16,11.73,22.44,79.82,48.1,63.96,0,4.137723286,3,0.16,21.58,202.98,247.42,1346.91,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,9.14,NA,NA,NA
Rhogeessa_aeneus,Chiroptera,Rhogeessa,aeneus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7354365,21.62,17.71,19.66,-86.73,-91.51,-89.12,0,3.238286218,4,0.24,92,254.51,1226.77,1562.42,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,4.22,NA,NA,NA
Rhogeessa_alleni,Chiroptera,Rhogeessa,alleni,NA,NA,NA,32.49,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,5.37,NA,12.48108607,22.03,16.09,19.06,-95.68,-104.99,-100.33,6,4.950602164,12,0.08,85.02,182.26,874.1,1433.27,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,5.47,NA,NA,NA
Rhogeessa_genowaysi,Chiroptera,Rhogeessa,genowaysi,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,3.88,NA,9.202733513,16.07,14.68,15.38,-92.28,-93.5,-92.89,22,4.15528286,22,0.06,189.46,238.28,1342.78,1868.32,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,4.64,NA,NA,NA
Rhogeessa_gracilis,Chiroptera,Rhogeessa,gracilis,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,5.14,NA,12.50709382,22.98,15.64,19.31,-93.32,-105.67,-99.5,4,3.807328934,7,0.06,97.53,203.41,897.23,1572.89,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,4.88,NA,NA,NA
Rhogeessa_hussoni,Chiroptera,Rhogeessa,hussoni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.15073645,3.54,-1.26,1.13,-50.93,-55.08,-53.01,0,0.982078472,0,0.08,201.61,245.95,1417.89,1699.04,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,4.22,NA,NA,NA
Rhogeessa_io,Chiroptera,Rhogeessa,io,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.82096301,12.99,-17.57,-2.29,-34.79,-86.87,-60.83,0,3.142426653,0,0.13,144.32,245.15,1278,1577.05,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,4.22,NA,NA,NA
Rhogeessa_minutilla,Chiroptera,Rhogeessa,minutilla,NA,NA,3.75,27.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,13.75718025,12.46,-0.06,6.19,-60.52,-75.8,-68.16,0,3.894673367,1,0.12,120.54,243.54,1349.61,1641.61,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,3.75,NA,NA,NA
Rhogeessa_mira,Chiroptera,Rhogeessa,mira,NA,NA,NA,25.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2.68,NA,8.926029942,18.66,17.92,18.29,-101.91,-103.13,-102.52,8,3.320710131,8,0.08,106.38,228.9,869.98,1648.99,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,4.91,NA,NA,NA
Rhogeessa_parvula,Chiroptera,Rhogeessa,parvula,NA,NA,4.37,29,NA,NA,NA,NA,NA,1,NA,1,NA,1.98,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,13.01614178,29.51,15.64,22.58,-93.45,-112.08,-102.77,1,4.236856344,5,0.07,77.1,201.72,821.49,1475.15,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,4.37,NA,NA,NA
Rhogeessa_tumida,Chiroptera,Rhogeessa,tumida,NA,NA,4.58,29.49,NA,NA,NA,NA,NA,1,NA,1,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,13.56935075,24.58,9.59,17.09,-83.13,-99.74,-91.43,0,4.104624872,4,0.15,135.91,234.63,1254.14,1602.87,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,4.58,NA,NA,NA
Rhynchonycteris_naso,Chiroptera,Rhynchonycteris,naso,NA,1,4.14,38.11,42.94,NA,547.5,NA,NA,1,NA,1,NA,0.99,2,NA,-0.020202707,30.03,NA,3.17805383,NA,45,2,3,70.86,NA,NA,NA,NA,16.24544975,19.72,-22.78,-1.53,-34.79,-96.9,-65.84,0,3.132882112,0,0.12,157.52,244.17,1318.79,1563.25,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,3.83,NA,NA,NA
Rousettus_bidens,Chiroptera,Rousettus,bidens,NA,NA,NA,97,NA,NA,NA,NA,NA,NA,NA,1,NA,0.98,NA,NA,NA,NA,NA,0,NA,NA,2,NA,NA,NA,NA,123.22,NA,9.149261459,1.56,0.41,0.99,125.29,122.95,124.12,48,5.03773152,48,0.04,230.16,227.5,NA,NA,NA,0,0,0,0,0,0,60,40,0,0,Ar,1,0,0,62.39,NA,NA,NA
Rousettus_celebensis,Chiroptera,Rousettus,celebensis,NA,NA,63.07,71.76,104.5,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2.995732274,NA,NA,2,NA,NA,NA,NA,NA,NA,12.06485626,3.74,-5.7,-0.98,126.34,118.75,122.55,5,4.537319519,17,0.07,229.41,215.47,1812.6,1909.15,NA,0,0,0,0,0,0,60,40,0,0,Ar,1,0,0,56.3,NA,NA,NA
Rousettus_lanosus,Chiroptera,Rousettus,lanosus,NA,NA,104.78,88.2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4.605170186,NA,NA,2,NA,NA,NA,NA,NA,NA,13.64940356,8.15,-11.86,-1.85,38.65,28.53,33.59,1,4.222884351,2,0.12,79.31,222.43,1056.75,1497.39,NA,0,0,0,0,0,0,60,40,0,0,Ar,1,0,0,103,NA,NA,NA
Rousettus_linduensis,Chiroptera,Rousettus,linduensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,60,40,0,0,Ar,1,0,0,77.74,NA,NA,NA
Rousettus_madagascariensis,Chiroptera,Rousettus,madagascariensis,NA,2,65.72,70.91,129.99,NA,NA,NA,NA,2,126.88,1,NA,1.22,NA,NA,NA,NA,NA,5.991464547,NA,NA,2,1,NA,NA,NA,NA,NA,12.40244437,-12.25,-25.2,-18.72,50.48,43.92,47.2,2,3.418709807,3,0.18,151.39,220.67,1206.9,1608.15,NA,0,0,0,0,0,0,60,40,0,0,Ar,1,0,0,62.1,NA,NA,NA
Rousettus_obliviosus,Chiroptera,Rousettus,obliviosus,NA,NA,45.32,72.5,NA,NA,NA,NA,NA,NA,NA,1,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,7.425596238,-11.36,-12.38,-11.87,44.53,43.21,43.87,134,5.787725259,134,0.15,NA,NA,NA,NA,NA,0,0,0,0,0,0,60,40,0,0,Ar,1,0,0,44.1,NA,NA,NA
Rousettus_spinalatus,Chiroptera,Rousettus,spinalatus,NA,NA,92.32,85.06,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,37.54,NA,7.408530567,NA,NA,2,NA,NA,NA,NA,NA,3.61,10.56386513,6.07,2.86,4.46,117.29,98.08,107.69,1,3.247268899,2,0.22,272.7,226.68,1740.92,1800.69,NA,0,0,0,0,0,0,60,40,0,0,Ar,1,0,0,90.75,NA,NA,NA
Saccolaimus_flaviventris,Chiroptera,Saccolaimus,flaviventris,NA,1,45.25,75,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,15.54815297,-9.3,-39.13,-24.22,153.63,113.38,133.5,0,1.60341984,0,0.04,42.9,218.98,504.52,1409.8,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,42.13,NA,NA,NA
Saccolaimus_mixtus,Chiroptera,Saccolaimus,mixtus,NA,1,NA,64.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,38.29,NA,10.67217092,-8.53,-14.34,-11.44,147.55,141.31,144.43,0,1.673351238,0,0.16,137.09,252.81,1123.78,1709.61,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,23.03,NA,NA,NA
Saccolaimus_peli,Chiroptera,Saccolaimus,peli,NA,1,53.35,89.49,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,15.15051439,10.11,-10.13,-0.00893,36.33,-14.06,11.13,0,3.828641396,1,0.12,146.96,240.77,1326.71,1553.74,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,100,NA,NA,NA
Saccolaimus_saccolaimus,Chiroptera,Saccolaimus,saccolaimus,NA,1,43,71.24,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,15.20984254,27.54,-20.96,3.28,160.83,72.5,116.66,0,5.618260896,0,0.09,145.81,250.79,1054.73,1561.93,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,41.8,NA,NA,NA
Saccopteryx_antioquensis,Chiroptera,Saccopteryx,antioquensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.453097513,6.95,4.14,5.54,-74.76,-75.4,-75.08,19,4.243626265,19,0.07,152.83,201.53,1474.2,1491.95,NA,100,0,0,0,0,0,0,0,0,0,A,1,1,0,4.72,NA,NA,NA
Saccopteryx_bilineata,Chiroptera,Saccopteryx,bilineata,NA,1,8.08,45.99,NA,NA,365,14.97,8.05,1,NA,1,NA,0.99,1,NA,1.249901736,NA,NA,NA,NA,NA,2,3,59.99,1.733423892,NA,NA,NA,16.30198591,23.55,-22.53,0.5,-34.79,-105.7,-70.24,0,3.309447523,0,0.11,153.44,241.8,1296.3,1557.92,-0.158959735,100,0,0,0,0,0,0,0,0,0,A,1,1,0,7.8,NA,NA,NA
Saccopteryx_canescens,Chiroptera,Saccopteryx,canescens,NA,1,3.41,38,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,2.48490665,NA,NA,2,3,NA,NA,NA,NA,NA,15.48467302,12.46,-12.31,0.07,-44.46,-76.56,-60.51,0,2.521720623,0,0.11,175.88,252.22,1465.58,1622.76,NA,100,0,0,0,0,0,0,0,0,0,A,1,1,0,3.38,NA,NA,NA
Saccopteryx_gymnura,Chiroptera,Saccopteryx,gymnura,NA,1,NA,34,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,6.11,NA,12.04712381,-0.31,-3.69,-2,-50.98,-56.87,-53.93,1,1.373715579,1,0.14,162.68,255.02,1372.34,1629.81,NA,100,0,0,0,0,0,0,0,0,0,A,1,1,0,4,NA,NA,NA
Saccopteryx_leptura,Chiroptera,Saccopteryx,leptura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.17631742,16.5,-20.1,-1.79,-34.79,-93.84,-64.31,0,3.089677886,0,0.12,160.77,245.27,1328.5,1572.3,NA,100,0,0,0,0,0,0,0,0,0,A,1,1,0,4.72,NA,NA,NA
Sauromys_petrophilus,Chiroptera,Sauromys,petrophilus,NA,NA,14.25,38.99,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,14.26856398,-15.41,-33.89,-24.65,33.26,14.87,24.07,0,2.751109691,0,0.1,32.72,187.63,458.43,1276.18,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,14.25,NA,NA,NA
Scleronycteris_ega,Chiroptera,Scleronycteris,ega,NA,NA,49.54,34.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,12.40289255,4.19,-4.15,0.02,-63.29,-67.35,-65.32,0,0.246860078,0,0.06,213.31,251.67,1627.91,1635.22,NA,30,0,0,0,0,0,30,40,0,0,Ar,1,0,0,49,NA,NA,NA
Scoteanax_rueppellii,Chiroptera,Scoteanax,rueppellii,NA,NA,26.41,53,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,12.74793651,-16.59,-37.8,-27.19,153.63,145.03,149.33,0,3.401863826,0,0.08,85.29,175.85,880.47,1371.13,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,26.41,NA,NA,NA
Scotoecus_albigula,Chiroptera,Scotoecus,albigula,NA,NA,10.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.3592262,2.32,-17.67,-7.67,44.46,10.44,27.45,0,3.628332954,2,0.18,93.41,226.67,964.03,1517.6,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,10.08,NA,NA,NA
Scotoecus_albofuscus,Chiroptera,Scotoecus,albofuscus,NA,NA,4.5,29.49,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,15.52197118,15.77,-29.74,-6.98,39.5,-15.42,12.03,0,3.596764165,1,0.13,92.88,240.71,945.47,1562.9,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,4.5,NA,NA,NA
Scotoecus_hindei,Chiroptera,Scotoecus,hindei,NA,NA,10.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.80130939,11.98,-17.67,-2.84,51.41,2.95,27.18,0,3.669951444,1,0.12,88.33,236.79,933.4,1583.53,NA,100,0,0,0,0,0,0,0,0,0,A,1,0,0,10.41,NA,NA,NA
