origin,host_class,host_order,host_family,host_genus,host_species,virus_genus
HP3,Mammalia,Artiodactyla,Cervidae,Odocoileus,Odocoileus virginianus,Aphthovirus
HP3,Mammalia,Artiodactyla,Bovidae,Oryx,Oryx gazella,Aphthovirus
HP3,Mammalia,Artiodactyla,Bovidae,Oryx,Oryx leucoryx,Aphthovirus
HP3,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis aries,Aphthovirus
HP3,Mammalia,Artiodactyla,Suidae,Phacochoerus,Phacochoerus aethiopicus,Aphthovirus
HP3,Mammalia,Artiodactyla,Bovidae,Procapra,Procapra gutturosa,Aphthovirus
HP3,Mammalia,Artiodactyla,Bovidae,Raphicerus,Raphicerus sharpei,Aphthovirus
HP3,Mammalia,Artiodactyla,Bovidae,Redunca,Redunca arundinum,Aphthovirus
HP3,Mammalia,Artiodactyla,Cervidae,Rusa,Rusa unicolor,Aphthovirus
HP3,Mammalia,Artiodactyla,Bovidae,Saiga,Saiga tatarica,Aphthovirus
HP3,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Aphthovirus
HP3,Mammalia,Artiodactyla,Bovidae,Sylvicapra,Sylvicapra grimmia,Aphthovirus
HP3,Mammalia,Artiodactyla,Bovidae,Syncerus,Syncerus caffer,Aphthovirus
HP3,Mammalia,Artiodactyla,Bovidae,Tragelaphus,Tragelaphus imberbis,Aphthovirus
HP3,Mammalia,Artiodactyla,Bovidae,Tragelaphus,Taurotragus oryx,Aphthovirus
HP3,Mammalia,Artiodactyla,Bovidae,Tragelaphus,Tragelaphus scriptus,Aphthovirus
HP3,Mammalia,Artiodactyla,Bovidae,Tragelaphus,Tragelaphus strepsiceros,Aphthovirus
HP3,Mammalia,Artiodactyla,Suidae,Phacochoerus,Phacochoerus africanus,Asfivirus
HP3,Mammalia,Artiodactyla,Suidae,Potamochoerus,Potamochoerus porcus,Asfivirus
HP3,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Asfivirus
HP3,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Atadenovirus
HP3,Mammalia,Artiodactyla,Cervidae,Cervus,Cervus elaphus,Atadenovirus
HP3,Mammalia,Artiodactyla,Cervidae,Odocoileus,Odocoileus hemionus,Atadenovirus
HP3,Mammalia,Artiodactyla,Cervidae,Odocoileus,Odocoileus virginianus,Atadenovirus
HP3,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis aries,Atadenovirus
HP3,Mammalia,Diprotodontia,Phalangeridae,Trichosurus,Trichosurus vulpecula,Atadenovirus
Genbank,Actinopterygii,Cypriniformes,Cyprinidae,Blicca,Blicca bjoerkna,Bafinivirus
Genbank,Mammalia,Chiroptera,Hipposideridae,Hipposideros,Hipposideros pratti,Betacoronavirus
Genbank,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus
Genbank,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus sinicus,Betacoronavirus
Genbank,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus ferrumequinum,Betacoronavirus
Genbank,Mammalia,Chiroptera,Hipposideridae,Aselliscus,Aselliscus stoliczkanus,Betacoronavirus
Genbank,Mammalia,Artiodactyla,Cervidae,Hydropotes,Hydropotes inermis,Betacoronavirus
Genbank,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Betacoronavirus
Genbank,Mammalia,Rodentia,Muridae,Mus,Mus musculus,Betacoronavirus
Genbank,Mammalia,Chiroptera,Molossidae,Chaerephon,Chaerephon plicatus,Betacoronavirus
Genbank,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus pusillus,Betacoronavirus
Genbank,Mammalia,Artiodactyla,Camelidae,Camelus,Camelus dromedarius,Betacoronavirus
Genbank,Mammalia,Primates,Hominidae,Pan,Pan troglodytes,Betacoronavirus
Genbank,Mammalia,Chiroptera,Vespertilionidae,Hypsugo,Hypsugo savii,Betacoronavirus
Genbank,Mammalia,Chiroptera,Vespertilionidae,Neoromicia,Neoromicia capensis,Betacoronavirus
Genbank,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus kuhlii,Betacoronavirus
Genbank,Mammalia,Chiroptera,Pteropodidae,Rousettus,Rousettus leschenaultii,Betacoronavirus
Genbank,Mammalia,Artiodactyla,Bovidae,Bubalus,Bubalus bubalis,Betacoronavirus
Genbank,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Betacoronavirus
Genbank,Mammalia,Perissodactyla,Equidae,Equus,Equus caballus,Betacoronavirus
Genbank,Mammalia,Chiroptera,Vespertilionidae,Tylonycteris,Tylonycteris pachypus,Betacoronavirus
Genbank,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Betacoronavirus
Genbank,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus abramus,Betacoronavirus
Genbank,Mammalia,Chiroptera,Vespertilionidae,Vespertilio,Vespertilio sinensis,Betacoronavirus
Genbank,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis emarginatus,Betacoronavirus
Genbank,Aves,Columbiformes,Columbidae,Columba,Columba livia,Betacoronavirus
Genbank,Aves,Passeriformes,Tyrannidae,Pitangus,Pitangus sulphuratus,Betacoronavirus
Genbank,Aves,Accipitriformes,Cathartidae,Coragyps,Coragyps atratus,Betacoronavirus
Genbank,Aves,Accipitriformes,Accipitridae,Rupornis,Rupornis magnirostris,Betacoronavirus
Genbank,Aves,Psittaciformes,Psittacidae,Ara,Ara ararauna,Betacoronavirus
Genbank,Aves,Passeriformes,Cotingidae,Pyroderus,Pyroderus scutatus,Betacoronavirus
Genbank,Aves,Strigiformes,Strigidae,Pseudoscops,Pseudoscops clamator,Betacoronavirus
Genbank,Aves,Strigiformes,Strigidae,Megascops,Megascops choliba,Betacoronavirus
Genbank,Mammalia,Primates,Lorisidae,Nycticebus,Nycticebus pygmaeus,Betacoronavirus
Genbank,Mammalia,Rodentia,Muridae,Mus,Mus cervicolor,Betacoronavirus
Genbank,Mammalia,Rodentia,Caviidae,Cavia,Cavia porcellus,Betacoronavirus
Genbank,Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus alecto,Betacoronavirus
Genbank,Mammalia,Erinaceomorpha,Erinaceidae,Erinaceus,Erinaceus europaeus,Betacoronavirus
Genbank,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus hesperidus,Betacoronavirus
Genbank,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus pipistrellus,Betacoronavirus
Genbank,Mammalia,Artiodactyla,Camelidae,Lama,Lama glama,Betacoronavirus
Genbank,Mammalia,Chiroptera,Pteropodidae,Rousettus,Rousettus aegyptiacus,Betacoronavirus
Genbank,Mammalia,Chiroptera,Pteropodidae,Eidolon,Eidolon helvum,Betacoronavirus
Genbank,Mammalia,Chiroptera,Pteropodidae,Eonycteris,Eonycteris spelaea,Betacoronavirus
Genbank,Mammalia,Chiroptera,Pteropodidae,Rousettus,Rousettus amplexicaudatus,Betacoronavirus
Genbank,Mammalia,Primates,Cercopithecidae,Chlorocebus,Chlorocebus aethiops,Betacoronavirus
Genbank,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus affinis,Betacoronavirus
Genbank,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus macrotis,Betacoronavirus
Genbank,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus monoceros,Betacoronavirus
Genbank,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus rex,Betacoronavirus
Genbank,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus pearsonii,Betacoronavirus
Genbank,Mammalia,Chiroptera,Miniopteridae,Miniopterus,Miniopterus schreibersii,Betacoronavirus
Genbank,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus thomasi,Betacoronavirus
Genbank,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus cornutus,Betacoronavirus
Genbank,Mammalia,Carnivora,Viverridae,Paguma,Paguma larvata,Betacoronavirus
Genbank,Mammalia,Chiroptera,Hipposideridae,Hipposideros,Hipposideros armiger,Betacoronavirus
HP3,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betacoronavirus
HP3,Mammalia,Carnivora,Mustelidae,Melogale,Melogale moschata,Betacoronavirus
HP3,Mammalia,Carnivora,Canidae,Nyctereutes,Nyctereutes procyonoides,Betacoronavirus
HP3,Mammalia,Carnivora,Viverridae,Paguma,Paguma larvata,Betacoronavirus
HP3,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus blasii,Betacoronavirus
HP3,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus euryale,Betacoronavirus
HP3,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus ferrumequinum,Betacoronavirus
HP3,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus macrotis,Betacoronavirus
HP3,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus mehelyi,Betacoronavirus
HP3,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus pearsonii,Betacoronavirus
HP3,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus pusillus,Betacoronavirus
HP3,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus sinicus,Betacoronavirus
HP3,Mammalia,Chiroptera,Pteropodidae,Rousettus,Rousettus leschenaultii,Betacoronavirus
Genbank,Mammalia,Lagomorpha,Leporidae,Oryctolagus,Oryctolagus cuniculus,Betacoronavirus
Genbank,Mammalia,Chiroptera,Hipposideridae,Hipposideros,Hipposideros commersoni,Betacoronavirus
Genbank,Mammalia,Rodentia,Muridae,Rattus,Rattus losea,Betacoronavirus
Genbank,Mammalia,Rodentia,Muridae,Rattus,Rattus tanezumi,Betacoronavirus
Genbank,Mammalia,Rodentia,Muridae,Niviventer,Niviventer confucianus,Betacoronavirus
Genbank,Mammalia,Rodentia,Muridae,Apodemus,Apodemus agrarius,Betacoronavirus
Genbank,Mammalia,Chiroptera,Pteropodidae,Cynopterus,Cynopterus brachyotis,Betacoronavirus
Genbank,Mammalia,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,Betacoronavirus
Genbank,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus creaghi,Betacoronavirus
Genbank,Mammalia,Chiroptera,Pteropodidae,Dyacopterus,Dyacopterus spadiceus,Betacoronavirus
Genbank,Mammalia,Chiroptera,Pteropodidae,Cynopterus,Cynopterus horsfieldii,Betacoronavirus
Genbank,Mammalia,Pholidota,Manidae,Manis,Manis javanica,Betacoronavirus
Genbank,Mammalia,Artiodactyla,Camelidae,Vicugna,Vicugna pacos,Betacoronavirus
Genbank,Mammalia,Chiroptera,Hipposideridae,Hipposideros,Hipposideros caffer,Betacoronavirus
Genbank,Mammalia,Chiroptera,Pteropodidae,Megaloglossus,Megaloglossus woermanni,Betacoronavirus
Genbank,Mammalia,Chiroptera,Hipposideridae,Hipposideros,Hipposideros ruber,Betacoronavirus
Genbank,Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus giganteus,Betacoronavirus
Genbank,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus clivosus,Betacoronavirus
Genbank,Mammalia,Rodentia,Muridae,Mus,Mus bufo,Betacoronavirus
Genbank,Mammalia,Chiroptera,Phyllostomidae,Artibeus,Artibeus obscurus,Betacoronavirus
Genbank,Mammalia,Chiroptera,Mormoopidae,Pteronotus,Pteronotus parnellii,Betacoronavirus
Genbank,Mammalia,Chiroptera,Pteropodidae,Megaerops,Megaerops niphanae,Betacoronavirus
Genbank,Mammalia,Chiroptera,Pteropodidae,Cynopterus,Cynopterus sphinx,Betacoronavirus
Genbank,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis ricketti,Betacoronavirus
Genbank,Mammalia,Chiroptera,Molossidae,Mops,Mops condylurus,Betacoronavirus
Genbank,Mammalia,Chiroptera,Pteropodidae,Epomops,Epomops franqueti,Betacoronavirus
Genbank,Mammalia,Chiroptera,Hipposideridae,Rhinonicteris,Rhinonicteris aurantia,Betacoronavirus
Genbank,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus euryale,Betacoronavirus
Genbank,Mammalia,Chiroptera,Pteropodidae,Dobsonia,Dobsonia moluccensis,Betacoronavirus
Genbank,Mammalia,Rodentia,Muridae,Rattus,Rattus norvegicus,Betacoronavirus
Genbank,Mammalia,Chiroptera,Emballonuridae,Taphozous,Taphozous perforatus,Betacoronavirus
Genbank,Mammalia,Chiroptera,Rhinopomatidae,Rhinopoma,Rhinopoma hardwickii,Betacoronavirus
Genbank,Mammalia,Chiroptera,Pteropodidae,Ptenochirus,Ptenochirus jagori,Betacoronavirus
Genbank,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus nathusii,Betacoronavirus
Genbank,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,Pipistrellus pygmaeus,Betacoronavirus
Genbank,Mammalia,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Betacoronavirus
Genbank,Mammalia,Chiroptera,Phyllostomidae,Dermanura,Artibeus phaeotis,Betacoronavirus
Genbank,Mammalia,Chiroptera,Molossidae,Nyctinomops,Nyctinomops laticaudatus,Betacoronavirus
Genbank,Mammalia,Chiroptera,Molossidae,Eumops,Eumops glaucinus,Betacoronavirus
Genbank,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis dasycneme,Betacoronavirus
Genbank,Mammalia,Chiroptera,Vespertilionidae,Myotis,Myotis daubentonii,Betacoronavirus
Genbank,Mammalia,Chiroptera,Vespertilionidae,Nyctalus,Nyctalus noctula,Betacoronavirus
Genbank,Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus rufus,Betacoronavirus
Genbank,Mammalia,Chiroptera,Pteropodidae,Eidolon,Eidolon dupreanum,Betacoronavirus
Genbank,Mammalia,Chiroptera,Mormoopidae,Pteronotus,Pteronotus davyi,Betacoronavirus
Genbank,Mammalia,Rodentia,Muridae,Rattus,Rattus argentiventer,Betacoronavirus
Genbank,Mammalia,Chiroptera,Pteropodidae,Micropteropus,Micropteropus pusillus,Betacoronavirus
Genbank,Mammalia,Chiroptera,Hipposideridae,Triaenops,Triaenops persicus,Betacoronavirus
Genbank,Mammalia,Chiroptera,Pteropodidae,Epomophorus,Epomophorus labiatus,Betacoronavirus
Genbank,Mammalia,Chiroptera,Pteropodidae,Epomophorus,Epomophorus gambianus,Betacoronavirus
Genbank,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,Scotophilus dinganii,Betacoronavirus
Genbank,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,Scotophilus leucogaster,Betacoronavirus
Genbank,Mammalia,Chiroptera,Vespertilionidae,Ia,Ia io,Betacoronavirus
Genbank,Mammalia,Rodentia,Cricetidae,Myodes,Myodes glareolus,Betacoronavirus
Genbank,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus hipposideros,Betacoronavirus
Genbank,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,Rhinolophus blasii,Betacoronavirus
Genbank,Mammalia,Chiroptera,Vespertilionidae,Eptesicus,Eptesicus nilssonii,Betacoronavirus
Genbank,Mammalia,Chiroptera,Vespertilionidae,Eptesicus,Eptesicus serotinus,Betacoronavirus
Genbank,Mammalia,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Betacoronavirus
Genbank,Mammalia,Erinaceomorpha,Erinaceidae,Erinaceus,Erinaceus amurensis,Betacoronavirus
HP3,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Betapapillomavirus
HP3,Mammalia,Artiodactyla,Bovidae,Capra,Capra hircus,Betaretrovirus
HP3,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis aries,Betaretrovirus
HP3,Mammalia,Primates,Cercopithecidae,Semnopithecus,Semnopithecus entellus,Betaretrovirus
HP3,Mammalia,Primates,Cercopithecidae,Trachypithecus,Trachypithecus obscurus,Betaretrovirus
HP3,Mammalia,Rodentia,Cricetidae,Calomys,Calomys callosus,Betaretrovirus
HP3,Mammalia,Primates,Cercopithecidae,Macaca,Macaca mulatta,Betaretrovirus
HP3,Mammalia,Rodentia,Muridae,Mus,Mus musculus,Betaretrovirus
HP3,Mammalia,Primates,Cebidae,Saimiri,Saimiri sciureus,Betaretrovirus
HP3,Mammalia,Artiodactyla,Bovidae,Capra,Capra hircus,Capripoxvirus
HP3,Mammalia,Artiodactyla,Bovidae,Aepyceros,Aepyceros melampus,Capripoxvirus
HP3,Mammalia,Artiodactyla,Bovidae,Antidorcas,Antidorcas marsupialis,Capripoxvirus
HP3,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Capripoxvirus
HP3,Mammalia,Artiodactyla,Bovidae,Connochaetes,Connochaetes gnou,Capripoxvirus
HP3,Mammalia,Artiodactyla,Bovidae,Connochaetes,Connochaetes taurinus,Capripoxvirus
HP3,Mammalia,Artiodactyla,Giraffidae,Giraffa,Giraffa camelopardalis,Capripoxvirus
HP3,Mammalia,Artiodactyla,Bovidae,Kobus,Kobus ellipsiprymnus,Capripoxvirus
HP3,Mammalia,Artiodactyla,Bovidae,Redunca,Redunca arundinum,Capripoxvirus
HP3,Mammalia,Artiodactyla,Bovidae,Syncerus,Syncerus caffer,Capripoxvirus
HP3,Mammalia,Artiodactyla,Bovidae,Tragelaphus,Taurotragus oryx,Capripoxvirus
HP3,Mammalia,Artiodactyla,Bovidae,Tragelaphus,Tragelaphus strepsiceros,Capripoxvirus
HP3,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis aries,Capripoxvirus
HP3,Mammalia,Primates,Aotidae,Aotus,Aotus trivirgatus,Cardiovirus
HP3,Mammalia,Rodentia,Muridae,Apodemus,Apodemus sylvaticus,Cardiovirus
HP3,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Cardiovirus
HP3,Mammalia,Primates,Callitrichidae,Callithrix,Callithrix jacchus,Cardiovirus
HP3,Mammalia,Didelphimorphia,Didelphidae,Didelphis,Didelphis virginiana,Cardiovirus
HP3,Mammalia,Perissodactyla,Equidae,Equus,Equus caballus,Cardiovirus
HP3,Mammalia,Primates,Lemuridae,Eulemur,Eulemur albifrons,Cardiovirus
HP3,Mammalia,Primates,Lemuridae,Eulemur,Eulemur macaco,Cardiovirus
HP3,Mammalia,Carnivora,Felidae,Felis,Felis catus,Cardiovirus
HP3,Mammalia,Rodentia,Gliridae,Glis,Glis glis,Cardiovirus
HP3,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Cardiovirus
HP3,Mammalia,Rodentia,Muridae,Hydromys,Hydromys chrysogaster,Cardiovirus
HP3,Mammalia,Carnivora,Herpestidae,Ichneumia,Ichneumia albicauda,Cardiovirus
HP3,Mammalia,Primates,Lemuridae,Lemur,Lemur catta,Cardiovirus
HP3,Mammalia,Proboscidea,Elephantidae,Loxodonta,Loxodonta africana,Cardiovirus
HP3,Mammalia,Primates,Cercopithecidae,Macaca,Macaca mulatta,Cardiovirus
HP3,Mammalia,Primates,Cercopithecidae,Macaca,Macaca sylvanus,Cardiovirus
HP3,Mammalia,Rodentia,Cricetidae,Microtus,Microtus agrestis,Cardiovirus
HP3,Mammalia,Rodentia,Cricetidae,Microtus,Microtus arvalis,Cardiovirus
HP3,Mammalia,Rodentia,Muridae,Mus,Mus booduga,Cardiovirus
HP3,Mammalia,Rodentia,Muridae,Mus,Mus musculus,Cardiovirus
HP3,Mammalia,Rodentia,Myocastoridae,Myocastor,Myocastor coypus,Cardiovirus
HP3,Mammalia,Rodentia,Cricetidae,Myodes,Myodes glareolus,Cardiovirus
HP3,Mammalia,Primates,Hominidae,Pan,Pan troglodytes,Cardiovirus
HP3,Mammalia,Carnivora,Procyonidae,Procyon,Procyon lotor,Cardiovirus
HP3,Mammalia,Rodentia,Echimyidae,Proechimys,Proechimys guyannensis,Cardiovirus
HP3,Mammalia,Rodentia,Muridae,Rattus,Rattus exulans,Cardiovirus
HP3,Mammalia,Rodentia,Muridae,Rattus,Rattus norvegicus,Cardiovirus
HP3,Mammalia,Rodentia,Muridae,Rattus,Rattus rattus,Cardiovirus
HP3,Mammalia,Primates,Cebidae,Saimiri,Saimiri sciureus,Cardiovirus
HP3,Mammalia,Rodentia,Sciuridae,Sciurus,Sciurus carolinensis,Cardiovirus
HP3,Mammalia,Rodentia,Sciuridae,Sciurus,Sciurus vulgaris,Cardiovirus
HP3,Mammalia,Rodentia,Cricetidae,Sigmodon,Sigmodon hispidus,Cardiovirus
HP3,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Cardiovirus
HP3,Mammalia,Primates,Lemuridae,Varecia,Varecia variegata,Cardiovirus
HP3,Mammalia,Rodentia,Cricetidae,Microtus,Microtus pennsylvanicus,Cardiovirus
HP3,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Circovirus
HP3,Mammalia,Perissodactyla,Equidae,Equus,Equus caballus,Coltivirus
HP3,Mammalia,Rodentia,Erethizontidae,Erethizon,Erethizon dorsatus,Coltivirus
HP3,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Coltivirus
HP3,Mammalia,Rodentia,Sciuridae,Marmota,Marmota flaviventris,Coltivirus
HP3,Mammalia,Rodentia,Cricetidae,Microtus,Microtus californicus,Coltivirus
HP3,Mammalia,Rodentia,Cricetidae,Myodes,Myodes gapperi,Coltivirus
HP3,Mammalia,Rodentia,Cricetidae,Neotoma,Neotoma cinerea,Coltivirus
HP3,Mammalia,Rodentia,Cricetidae,Neotoma,Neotoma fuscipes,Coltivirus
HP3,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis aries,Coltivirus
HP3,Mammalia,Rodentia,Heteromyidae,Perognathus,Perognathus parvus,Coltivirus
HP3,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus boylii,Coltivirus
HP3,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus maniculatus,Coltivirus
HP3,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus truei,Coltivirus
HP3,Mammalia,Rodentia,Sciuridae,Sciurus,Sciurus griseus,Coltivirus
HP3,Mammalia,Rodentia,Sciuridae,Otospermophilus,Otospermophilus beecheyi,Coltivirus
HP3,Mammalia,Rodentia,Sciuridae,Urocitellus,Urocitellus columbianus,Coltivirus
HP3,Mammalia,Rodentia,Sciuridae,Callospermophilus,Callospermophilus lateralis,Coltivirus
HP3,Mammalia,Rodentia,Sciuridae,Urocitellus,Urocitellus richardsonii,Coltivirus
HP3,Mammalia,Rodentia,Sciuridae,Tamias,Tamias amoenus,Coltivirus
HP3,Mammalia,Rodentia,Sciuridae,Tamias,Tamias minimus,Coltivirus
HP3,Mammalia,Rodentia,Sciuridae,Tamias,Tamias umbrinus,Coltivirus
HP3,Mammalia,Rodentia,Sciuridae,Tamiasciurus,Tamiasciurus hudsonicus,Coltivirus
HP3,Mammalia,Carnivora,Canidae,Vulpes,Vulpes velox,Coltivirus
HP3,Mammalia,Rodentia,Muridae,Apodemus,Apodemus sylvaticus,Coltivirus
HP3,Mammalia,Primates,Cercopithecidae,Chlorocebus,Chlorocebus aethiops,Cytomegalovirus
HP3,Mammalia,Primates,Cercopithecidae,Macaca,Macaca mulatta,Cytomegalovirus
HP3,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Cytomegalovirus
HP3,Mammalia,Primates,Cercopithecidae,Papio,Papio ursinus,Cytomegalovirus
HP3,Mammalia,Primates,Hominidae,Pan,Pan troglodytes,Cytomegalovirus
Genbank,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Deltacoronavirus
Genbank,Aves,Anseriformes,Anatidae,Anser,Anser cygnoides,Deltacoronavirus
Genbank,Aves,Charadriiformes,Laridae,Rynchops,Rynchops niger,Deltacoronavirus
Genbank,Aves,Galliformes,Phasianidae,Coturnix,Coturnix japonica,Deltacoronavirus
Genbank,Aves,Anseriformes,Anatidae,Anas,Anas superciliosa,Deltacoronavirus
Genbank,Aves,Charadriiformes,Scolopacidae,Arenaria,Arenaria interpres,Deltacoronavirus
Genbank,Aves,Galliformes,Phasianidae,Coturnix,Coturnix coturnix,Deltacoronavirus
Genbank,Aves,Psittaciformes,Psittacidae,Amazona,Amazona vinacea,Deltacoronavirus
Genbank,Aves,Psittaciformes,Psittacidae,Brotogeris,Brotogeris tirica,Deltacoronavirus
HP3,Mammalia,Artiodactyla,Bovidae,Bos,Bos grunniens,Deltapapillomavirus
HP3,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Deltapapillomavirus
HP3,Mammalia,Perissodactyla,Equidae,Equus,Equus asinus,Deltapapillomavirus
HP3,Mammalia,Perissodactyla,Equidae,Equus,Equus caballus,Deltapapillomavirus
HP3,Mammalia,Artiodactyla,Cervidae,Odocoileus,Odocoileus hemionus,Deltapapillomavirus
HP3,Mammalia,Artiodactyla,Cervidae,Odocoileus,Odocoileus virginianus,Deltapapillomavirus
HP3,Mammalia,Artiodactyla,Cervidae,Alces,Alces alces,Deltapapillomavirus
HP3,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis aries,Deltapapillomavirus
HP3,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,Deltaretrovirus
HP3,Mammalia,Artiodactyla,Bovidae,Bubalus,Bubalus bubalis,Deltaretrovirus
HP3,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Deltaretrovirus
HP3,Mammalia,Primates,Cercopithecidae,Cercocebus,Cercocebus agilis,Deltaretrovirus
HP3,Mammalia,Primates,Cercopithecidae,Cercopithecus,Cercopithecus mona,Deltaretrovirus
HP3,Mammalia,Primates,Cercopithecidae,Cercopithecus,Cercopithecus nictitans,Deltaretrovirus
HP3,Mammalia,Primates,Cercopithecidae,Macaca,Macaca maura,Deltaretrovirus
HP3,Mammalia,Primates,Cercopithecidae,Macaca,Macaca nigra,Deltaretrovirus
HP3,Mammalia,Primates,Cercopithecidae,Macaca,Macaca ochreata,Deltaretrovirus
HP3,Mammalia,Primates,Cercopithecidae,Macaca,Macaca tonkeana,Deltaretrovirus
HP3,Mammalia,Primates,Cercopithecidae,Papio,Papio anubis,Deltaretrovirus
HP3,Mammalia,Primates,Cercopithecidae,Papio,Papio cynocephalus,Deltaretrovirus
HP3,Mammalia,Primates,Cercopithecidae,Papio,Papio ursinus,Deltaretrovirus
HP3,Mammalia,Primates,Hominidae,Pan,Pan paniscus,Deltaretrovirus
HP3,Mammalia,Primates,Cercopithecidae,Lophocebus,Lophocebus albigena,Deltaretrovirus
HP3,Mammalia,Primates,Cercopithecidae,Papio,Papio hamadryas,Deltaretrovirus
HP3,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Deltavirus
HP3,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Ebolavirus
HP3,Mammalia,Primates,Hominidae,Pan,Pan troglodytes,Ebolavirus
HP3,Mammalia,Primates,Cercopithecidae,Macaca,Macaca fascicularis,Ebolavirus
HP3,Mammalia,Chiroptera,Pteropodidae,Rousettus,Rousettus amplexicaudatus,Ebolavirus
HP3,Mammalia,Chiroptera,Pteropodidae,Rousettus,Rousettus leschenaultii,Ebolavirus
HP3,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Ebolavirus
HP3,Mammalia,Artiodactyla,Bovidae,Cephalophus,Cephalophus callipygus,Ebolavirus
HP3,Mammalia,Chiroptera,Pteropodidae,Eidolon,Eidolon helvum,Ebolavirus
HP3,Mammalia,Chiroptera,Pteropodidae,Epomops,Epomops franqueti,Ebolavirus
